id,time,entity_type,entity_id,pos_x,pos_y,event_type
1,0,tree,1243,531.109009,-34.598099,spawned
2,1,tree,1247,-92.307503,739.21698,spawned
3,3,tree,1251,835.853027,221.059006,spawned
4,3,tree,1255,-70.759804,219.770004,spawned
5,3,dude,1259,232,189,spawned
6,4,dude,1266,821.757019,303.123993,spawned
7,4,plant,1273,497.222992,261.274994,spawned
8,1501,tree,1251,835.853027,221.059006,harvested
9,1503,dude,1266,831.067932,248.917511,harvested_resource_tree
10,1517,dude,1266,831.067932,248.917511,spawned_depot
11,1550,dude,1266,831.067932,248.917511,deposited_resource_wood
12,3284,tree,1255,-70.759804,219.770004,harvested
13,3285,dude,1259,-41.590958,216.805496,harvested_resource_tree
14,3300,dude,1259,-41.590958,216.805496,spawned_depot
15,3335,dude,1259,-41.590958,216.805496,deposited_resource_wood
16,5251,tree,1787,566.109009,-34.598099,spawned
17,5252,tree,1792,-57.307503,739.21698,spawned
18,5676,tree,1243,531.109009,-34.598099,harvested
19,5677,dude,1266,552.603577,-14.281815,harvested_resource_tree
20,8192,tree,1792,-57.307503,739.21698,harvested
21,8194,dude,1259,-57.73093,710.788635,harvested_resource_tree
22,8477,dude,1266,775.108765,196.02594,deposited_resource_wood
23,10243,tree,2168,-92.307503,684.21698,spawned
24,10244,food,2173,497.222992,261.274994,spawned
25,10261,tree,2180,566.109009,20.401901,spawned
26,11343,tree,2180,566.109009,20.401901,harvested
27,11345,dude,1266,593.61853,31.465193,harvested_resource_tree
28,12094,dude,1259,-43.781563,283.850433,deposited_resource_wood
29,13594,dude,1266,774.793335,197.381927,deposited_resource_wood
30,15261,tree,2572,566.109009,-89.598099,spawned
31,15877,tree,2168,-92.307503,684.21698,harvested
32,15878,dude,1259,-88.795029,655.140747,harvested_resource_tree
33,16843,tree,1787,566.109009,-34.598099,harvested
34,16845,dude,1266,585.979065,-12.53532,harvested_resource_tree
35,19295,dude,1259,-48.750637,283.290344,deposited_resource_wood
36,19412,dude,1266,777.816833,192.109741,deposited_resource_wood
37,20244,tree,2954,-127.307503,739.21698,spawned
38,20245,plant,2959,497.222992,246.274994,spawned
39,20277,tree,2967,566.109009,-34.598099,spawned
40,22643,tree,2967,566.109009,-34.598099,harvested
41,22644,dude,1266,586.598389,-14.606182,harvested_resource_tree
42,23576,tree,1247,-92.307503,739.21698,harvested
43,23578,dude,1259,-89.547844,710.345459,harvested_resource_tree
44,25228,dude,1266,778.61554,192.376602,deposited_resource_wood
45,25261,tree,3346,-162.307495,739.21698,spawned
46,25277,tree,3352,601.109009,-89.598099,spawned
47,26892,dude,1266,811.033691,227.32164,gathered_building_materials
48,26909,building,3477,811.033691,227.32164,spawned
49,26909,dude,1266,811.033691,227.32164,spawned_building
50,27494,dude,1259,-48.057457,283.353577,deposited_resource_wood
51,30243,plant,3725,512.223022,261.274994,spawned
52,30261,tree,3732,-92.307503,739.21698,spawned
53,30261,food,3737,497.222992,246.274994,spawned
54,30278,tree,3743,566.109009,-144.598099,spawned
55,30278,tree,3748,-197.307495,739.21698,spawned
56,30826,quarry,1277,1013.419983,-42.638901,harvested
57,30828,dude,1266,995.785156,-19.115784,harvested_resource_quarry
58,30843,dude,1266,995.785156,-19.115784,spawned_depot
59,30877,dude,1266,995.785156,-19.115784,deposited_resource_rock
60,31810,tree,3732,-92.307503,739.21698,harvested
61,31811,dude,1259,-93.737022,709.562866,harvested_resource_tree
62,32226,quarry,1277,1013.419983,-42.638901,harvested
63,32227,dude,1266,995.785156,-19.115784,harvested_resource_quarry
64,32260,dude,1266,995.785156,-19.115784,deposited_resource_rock
65,33609,quarry,1277,1013.419983,-42.638901,harvested
66,33610,dude,1266,995.785156,-19.115784,harvested_resource_quarry
67,33644,dude,1266,995.785156,-19.115784,deposited_resource_rock
68,34992,quarry,1277,1013.419983,-42.638901,harvested
69,34993,dude,1266,995.785156,-19.115784,harvested_resource_quarry
70,35027,dude,1266,995.785156,-19.115784,deposited_resource_rock
71,35260,tree,4142,-127.307503,684.21698,spawned
72,35277,tree,4148,531.109009,-89.598099,spawned
73,35278,tree,4153,-162.307495,794.21698,spawned
74,35293,tree,4159,601.109009,-34.598099,spawned
75,35294,tree,4168,-197.307495,794.21698,spawned
76,35726,dude,1259,-48.58989,282.942322,deposited_resource_wood
77,36376,quarry,1277,1013.419983,-42.638901,harvested
78,36377,dude,1266,995.785156,-19.115784,harvested_resource_quarry
79,36410,dude,1266,995.785156,-19.115784,deposited_resource_rock
80,37392,dude,1259,-44.731171,246.479309,gathered_building_materials
81,38075,dude,1266,995.785156,-19.115784,gathered_upgrade_materials
82,39876,dude,1266,878.115479,137.841248,upgraded_building
83,40243,plant,4518,497.222992,276.274994,spawned
84,40260,food,4528,512.223022,261.274994,spawned
85,40275,tree,4534,566.109009,-34.598099,spawned
86,40276,tree,4539,-162.307495,684.21698,spawned
87,40276,plant,4544,497.222992,231.274994,spawned
88,40293,tree,4554,601.109009,-144.598099,spawned
89,40293,tree,4567,531.109009,-34.598099,spawned
90,40294,tree,4572,-127.307495,794.21698,spawned
91,40310,tree,4582,-197.307495,849.21698,spawned
92,40891,dude,4626,811.033691,227.32164,spawned
93,42268,food,3737,497.222992,246.274994,harvested
94,42268,dude,1259,469.800568,239.659409,ate_food
95,44334,building,4857,1003.033691,227.32164,spawned
96,44335,dude,1259,695.154724,231.511566,spawned_building
97,44351,tree,4159,601.109009,-34.598099,harvested
98,44352,dude,4626,619.557312,-11.580703,harvested_resource_tree
99,44368,dude,4626,619.557312,-11.580703,spawned_depot
100,44386,dude,4626,619.557312,-11.580703,deposited_resource_wood
101,44751,food,4528,512.223022,261.274994,harvested
102,44752,dude,1266,540.005981,256.232635,ate_food
103,45235,tree,4534,566.109009,-34.598099,harvested
104,45238,dude,4626,592.615906,-23.18293,harvested_resource_tree
105,45269,dude,4626,592.615906,-23.18293,deposited_resource_wood
106,45270,tree,4957,-92.307503,684.21698,spawned
107,45285,tree,4971,531.109009,-144.598099,spawned
108,45286,tree,4984,-162.307495,849.21698,spawned
109,45286,tree,4989,-162.307495,629.21698,spawned
110,45301,tree,5008,-127.307495,849.21698,spawned
111,46120,tree,4567,531.109009,-34.598099,harvested
112,46121,dude,4626,560.169983,-29.204628,harvested_resource_tree
113,46153,dude,4626,561.927551,-28.683046,deposited_resource_wood
114,47202,tree,2572,566.109009,-89.598099,harvested
115,47203,dude,4626,564.985901,-61.135826,harvested_resource_tree
116,47237,dude,4626,566.34314,-59.903347,deposited_resource_wood
117,48086,tree,3352,601.109009,-89.598099,harvested
118,48087,dude,4626,579.808411,-69.879768,harvested_resource_tree
119,48121,dude,4626,580.841187,-68.365013,deposited_resource_wood
120,48969,quarry,1277,1013.419983,-42.638901,harvested
121,48970,dude,1259,990.770935,-23.021034,harvested_resource_quarry
122,48986,dude,1259,990.770935,-23.021034,spawned_depot
123,49020,dude,1259,990.770935,-23.021034,deposited_resource_rock
124,49787,dude,4626,603.562256,-35.040398,gathered_building_materials
125,50253,tree,5411,-92.307503,739.21698,spawned
126,50253,food,5416,497.222992,276.274994,spawned
127,50270,tree,5430,-92.307503,629.21698,spawned
128,50286,tree,5436,566.109009,-199.598099,spawned
129,50287,tree,5441,-232.307495,739.21698,spawned
130,50287,tree,5446,566.109009,-89.598099,spawned
131,50287,food,5459,497.222992,231.274994,spawned
132,50302,tree,5481,601.109009,-89.598099,spawned
133,50370,quarry,1277,1013.419983,-42.638901,harvested
134,50371,dude,1259,990.770935,-23.021034,harvested_resource_quarry
135,50404,dude,1259,990.770935,-23.021034,deposited_resource_rock
136,51755,quarry,1277,1013.419983,-42.638901,harvested
137,51757,dude,1259,990.770935,-23.021034,harvested_resource_quarry
138,51789,dude,1259,990.770935,-23.021034,deposited_resource_rock
139,51804,building,5609,619.033691,227.32164,spawned
140,51804,dude,4626,740.022766,137.523697,spawned_building
141,53138,quarry,1277,1013.419983,-42.638901,harvested
142,53139,dude,1259,990.770935,-23.021034,harvested_resource_quarry
143,53173,dude,1259,990.770935,-23.021034,deposited_resource_rock
144,54389,quarry,1277,1013.419983,-42.638901,harvested
145,54391,dude,4626,976.039978,-17.705688,harvested_resource_quarry
146,54405,dude,4626,977.565125,-18.723011,spawned_depot
147,54439,dude,4626,979.090332,-19.740334,deposited_resource_rock
148,55088,quarry,1277,1013.419983,-42.638901,harvested
149,55089,dude,4626,989.766541,-26.861599,harvested_resource_quarry
150,55123,dude,4626,989.766541,-26.861599,deposited_resource_rock
151,55272,tree,5872,-127.307503,629.21698,spawned
152,55273,tree,5881,-92.307503,574.21698,spawned
153,55288,tree,5907,531.109009,-199.598099,spawned
154,55289,tree,5916,-162.307495,574.21698,spawned
155,55289,tree,5925,-232.307495,684.21698,spawned
156,55304,tree,5939,601.109009,-199.598099,spawned
157,55305,tree,5944,-92.307495,794.21698,spawned
158,55321,tree,5958,-232.307495,849.21698,spawned
159,55783,quarry,1277,1013.419983,-42.638901,harvested
160,55785,dude,1259,990.770935,-23.021034,harvested_resource_quarry
161,55816,dude,1259,990.770935,-23.021034,deposited_resource_rock
162,57100,quarry,1277,1013.419983,-42.638901,harvested
163,57102,dude,4626,989.766541,-26.861599,harvested_resource_quarry
164,57133,dude,4626,989.766541,-26.861599,deposited_resource_rock
165,57483,dude,1259,990.770935,-23.021034,gathered_upgrade_materials
166,58483,quarry,1277,1013.419983,-42.638901,harvested
167,58484,dude,4626,989.766541,-26.861599,harvested_resource_quarry
168,58517,dude,4626,989.766541,-26.861599,deposited_resource_rock
169,58965,dude,1259,998.664429,138.11911,upgraded_building
170,59866,quarry,1277,1013.419983,-42.638901,harvested
171,59867,dude,4626,989.766541,-26.861599,harvested_resource_quarry
172,59900,dude,4626,989.766541,-26.861599,deposited_resource_rock
173,59987,dude,6290,1003.033691,227.32164,spawned
174,60267,plant,6317,497.222992,246.274994,spawned
175,60268,plant,6330,497.222992,291.274994,spawned
176,60283,tree,6356,-57.307503,574.21698,spawned
177,60299,tree,6378,-197.307495,684.21698,spawned
178,60300,tree,6383,496.109009,-144.598099,spawned
179,60301,tree,6400,-267.307495,739.21698,spawned
180,60301,plant,6409,512.223022,231.274994,spawned
181,60301,tree,6414,496.109009,-199.598099,spawned
182,60302,tree,6419,-127.307495,574.21698,spawned
183,60317,tree,6449,601.109009,-254.598099,spawned
184,60317,tree,6454,-57.307495,794.21698,spawned
185,61569,dude,4626,989.766541,-26.861599,gathered_upgrade_materials
186,64468,dude,4626,728.175842,152.489853,upgraded_building
187,64986,tree,5481,601.109009,-89.598099,harvested
188,64987,dude,6290,624.409363,-71.225327,harvested_resource_tree
189,65002,dude,6290,624.409363,-71.225327,spawned_depot
190,65037,dude,6290,624.409363,-71.225327,deposited_resource_wood
191,65304,tree,6824,531.109009,-34.598099,spawned
192,65305,tree,6845,-197.307495,629.21698,spawned
193,65307,tree,6858,601.109009,-89.598099,spawned
194,65308,tree,6875,-22.307503,574.21698,spawned
195,65320,tree,6913,-267.307495,794.21698,spawned
196,65337,tree,6935,636.109009,-254.598099,spawned
197,65476,dude,6955,619.033691,227.32164,spawned
198,65888,tree,5446,566.109009,-89.598099,harvested
199,65889,dude,6290,594.684265,-80.592995,harvested_resource_tree
200,65922,dude,6290,596.4328,-80.041946,deposited_resource_wood
201,66771,tree,6858,601.109009,-89.598099,harvested
202,66772,dude,6290,596.4328,-80.041946,harvested_resource_tree
203,66805,dude,6290,596.4328,-80.041946,deposited_resource_wood
204,67888,tree,4554,601.109009,-144.598099,harvested
205,67889,dude,6290,598.94928,-114.784294,harvested_resource_tree
206,67922,dude,6290,599.87439,-113.2015,deposited_resource_wood
207,68455,tree,6824,531.109009,-34.598099,harvested
208,68456,dude,6955,540.269653,-7.310648,harvested_resource_tree
209,68470,dude,6955,540.269653,-7.310648,spawned_depot
210,68506,dude,6955,540.269653,-7.310648,deposited_resource_wood
211,68771,tree,3743,566.109009,-144.598099,harvested
212,68773,dude,6290,587.512146,-124.250526,harvested_resource_tree
213,68806,dude,6290,588.559265,-122.745667,deposited_resource_wood
214,69754,tree,4148,531.109009,-89.598099,harvested
215,69755,dude,6955,534.387329,-60.150848,harvested_resource_tree
216,69789,dude,6955,534.590149,-58.32877,deposited_resource_wood
217,70256,plant,7335,482.222992,261.274994,spawned
218,70273,food,7365,497.222992,246.274994,spawned
219,70274,food,7370,497.222992,291.274994,spawned
