time,is_night,tree_spawn_rate,tree_health,food_spawn_rate,food_health,plant_growth_rate,dude_speed,dude_max_hunger,dude_lifespan,wraith_speed,quarry_health,building_max_health,tree_population,dude_population,food_population,plant_population,building_population
18670,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
18920,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
18970,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
19020,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
19570,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
19670,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
19920,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
19971,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
20070,False,5,30,10,20,15,100,5000,10000,80,80,5000,3,2,1,0,0
20220,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20320,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20620,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20720,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20770,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20820,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20920,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
20970,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21020,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21070,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21120,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21170,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21220,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21270,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21370,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21420,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21570,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21620,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21670,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
21970,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
22020,False,5,30,10,20,15,100,5000,10000,80,80,5000,6,2,1,0,0
22070,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
22220,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
22320,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
22620,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
22820,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
22920,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23020,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23120,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23170,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23270,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23420,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23520,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23570,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23670,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23720,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23770,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23920,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
23970,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
24020,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
24070,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
24120,False,5,30,10,20,15,100,5000,10000,80,80,5000,5,2,1,0,0
24170,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24220,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24370,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24420,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24470,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24521,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24570,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24620,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24670,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24720,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24870,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24920,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
24970,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
25020,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
25120,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
25170,False,5,30,10,20,15,100,5000,10000,80,80,5000,4,2,1,0,0
25220,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25320,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25370,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25470,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25520,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25570,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25720,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25770,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25870,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
25970,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26020,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26070,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26120,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26170,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26220,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26320,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26420,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26470,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26520,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,0
26620,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
26670,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
26720,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
26920,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
26970,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27120,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27170,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27220,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27270,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27320,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27470,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27520,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27620,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27920,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
27970,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28020,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28120,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28220,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28420,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28520,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28570,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28670,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28720,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28770,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28920,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
28970,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29070,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29220,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29270,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29320,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29420,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29470,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29520,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29570,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29620,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29670,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29720,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29770,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29820,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
29970,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
30120,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
30170,False,5,30,10,20,15,100,5000,10000,80,80,5000,7,2,1,1,1
30270,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30370,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30420,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30470,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30520,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30570,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30620,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30670,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30720,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
30820,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31020,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31070,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31120,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31170,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31220,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31270,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31320,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31370,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31420,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31470,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31520,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31570,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31620,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31670,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31720,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31770,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
31970,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32020,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32220,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32270,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32320,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32370,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32420,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32470,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32520,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32570,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32620,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32670,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32720,False,5,30,10,20,15,100,5000,10000,80,80,5000,11,2,1,1,1
32820,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
32920,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
32970,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33020,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33070,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33170,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33220,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33270,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33320,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33370,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33470,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33520,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33620,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33720,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33820,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33870,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
33920,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34070,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34120,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34170,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34320,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34370,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34420,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34570,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34620,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34670,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34720,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34770,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
34870,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
35020,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
35070,False,5,30,10,20,15,100,5000,10000,80,80,5000,10,2,1,1,1
35270,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35320,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35370,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35420,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35470,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35520,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35620,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35670,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35720,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35770,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
35820,False,5,30,10,20,15,100,5000,10000,80,80,5000,19,2,1,2,1
