id,time,entity_type,entity_id,pos_x,pos_y,event_type
1,0,tree,1243,531.109009,-34.598099,spawned
2,0,tree,1247,-92.307503,739.21698,spawned
3,2,tree,1251,835.853027,221.059006,spawned
4,2,tree,1255,-70.759804,219.770004,spawned
5,3,dude,1259,232,189,spawned
6,3,dude,1266,821.757019,303.123993,spawned
7,3,plant,1273,497.222992,261.274994,spawned
8,2124,tree,1251,835.853027,221.059006,harvested
9,2125,dude,1266,831.067932,248.917511,harvested_resource_tree
10,2126,dude,1266,831.067932,248.917511,spawned_depot
11,2129,dude,1266,831.067932,248.917511,deposited_resource_wood
12,3863,tree,1255,-70.759804,219.770004,harvested
13,3864,dude,1259,-41.590958,216.805496,harvested_resource_tree
14,3880,dude,1259,-41.590958,216.805496,spawned_depot
15,3913,dude,1259,-41.590958,216.805496,deposited_resource_wood
16,6229,tree,1790,566.109009,-34.598099,spawned
17,6230,tree,1795,-57.307503,739.21698,spawned
18,6262,tree,1243,531.109009,-34.598099,harvested
19,6263,dude,1266,552.603577,-14.281815,harvested_resource_tree
20,8781,tree,1795,-57.307503,739.21698,harvested
21,8782,dude,1259,-58.259785,710.484009,harvested_resource_tree
22,9067,dude,1266,775.108765,196.02594,deposited_resource_wood
23,10831,food,2104,497.222992,261.274994,spawned
24,11631,tree,2162,-127.307503,739.21698,spawned
25,11632,tree,2167,566.109009,20.401901,spawned
26,12314,tree,1790,566.109009,-34.598099,harvested
27,12316,dude,1266,585.523804,-13.193905,harvested_resource_tree
28,12689,dude,1259,-43.844967,283.563843,deposited_resource_wood
29,14905,dude,1266,778.545715,192.851395,deposited_resource_wood
30,16978,tree,1247,-92.307503,739.21698,harvested
31,16979,dude,1259,-89.226036,710.164795,harvested_resource_tree
32,17038,tree,2540,-127.307503,684.21698,spawned
33,17038,tree,2545,566.109009,75.401901,spawned
34,17761,tree,2167,566.109009,20.401901,harvested
35,17762,dude,1266,589.203918,39.184517,harvested_resource_tree
36,19828,plant,2766,482.222992,261.274994,spawned
37,19994,dude,1266,773.420532,198.928787,deposited_resource_wood
38,20878,dude,1259,-47.996819,283.15094,deposited_resource_wood
39,22431,tree,2974,-92.307503,739.21698,spawned
40,22450,tree,2984,531.109009,75.401901,spawned
41,22551,tree,2545,566.109009,75.401901,harvested
42,22552,dude,1266,590.683594,90.088882,harvested_resource_tree
43,24502,dude,1266,768.117432,207.324356,deposited_resource_wood
44,24718,tree,2540,-127.307503,684.21698,harvested
45,24719,dude,1259,-121.631645,655.448181,harvested_resource_tree
46,26168,dude,1266,806.357483,232.590622,gathered_building_materials
47,26185,building,3247,806.357483,232.590622,spawned
48,26185,dude,1266,806.357483,232.590622,spawned_building
49,27835,tree,3370,-162.307495,739.21698,spawned
50,27835,tree,3375,-57.307503,739.21698,spawned
51,27852,tree,3381,566.109009,75.401901,spawned
52,28169,dude,1259,-53.50795,282.114014,deposited_resource_wood
53,28835,plant,3458,497.222992,276.274994,spawned
54,29651,quarry,1277,1013.419983,-42.638901,harvested
55,29653,dude,1266,995.931335,-19.393585,harvested_resource_quarry
56,29667,dude,1266,995.931335,-19.393585,spawned_depot
57,29701,dude,1266,995.931335,-19.393585,deposited_resource_rock
58,29834,food,3544,482.222992,261.274994,spawned
59,31051,quarry,1277,1013.419983,-42.638901,harvested
60,31053,dude,1266,995.931335,-19.393585,harvested_resource_quarry
61,31085,dude,1266,995.931335,-19.393585,deposited_resource_rock
62,32434,quarry,1277,1013.419983,-42.638901,harvested
63,32435,dude,1266,995.931335,-19.393585,harvested_resource_quarry
64,32453,tree,3375,-57.307503,739.21698,harvested
65,32455,dude,1259,-57.03828,709.291443,harvested_resource_tree
66,32472,dude,1266,995.931335,-19.393585,deposited_resource_rock
67,33239,tree,3800,-127.307503,794.21698,spawned
68,33240,tree,3805,-57.307503,739.21698,spawned
69,33241,tree,3810,-197.307495,739.21698,spawned
70,33256,tree,3816,531.109009,130.401901,spawned
71,33822,quarry,1277,1013.419983,-42.638901,harvested
72,33823,dude,1266,995.931335,-19.393585,harvested_resource_quarry
